planta,fonte,nome,coletor,local,pais,estado,cidade,latitude,longitude,ano,mes,dia
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Santos, LAS",,Brasil,Sergipe,Moita Bonita,-10.583333,-37.366667,2015,05,25
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,Daniel F. Austin,"Museu Costa Lima, Macapá.",Brazil,Amapá,,,,2000,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Sendulsky, T",,Brasil,São Paulo,Matão,-21.6000003814697,-48.3600006103516,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea Link & R.D.Webster,"Funez, LA",Abissínia,Brazil,Santa Catarina,Rodeio,-26.8625,-49.362222,2015,03,18
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Luetzelburg, P.",Cariri cearense,Brasil,Ceará,,,,2011,08,11
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Sousa,O.L",Ruderal,Brasil,São Paulo,Ilha Solteira,-20.4300003051758,-51.3400001525879,1985,06,06
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Sendulsky, T",,Brasil,SP,Matão,-21.6000003814697,-48.3600006103516,2016,02,11
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,H.S.A.,,Brasil,RS,Montenegro,-29.6886005401611,-51.4611015319824,2016,02,11
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,T.S. da Silva,"São Paulo, Parque Estadual das Fontes do Ipiranga. Coletado próximo a mata.",Brazil,São Paulo,,,,2000,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Hitchc.,"Capparelli, P.N.",,Brasil,Rio Grande do Sul,Guaíba,-30.113899230957,-51.3250007629395,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Tenório, E.C.",Campus da Escola de Agronomia do Nordeste,Brasil,Paraíba,Areia,-6.96332979202271,-35.6916999816895,2001,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Carvalho, AM de- Pessoal de CEPEMAR","Litoral Sul, Caminho pelo Rio Almada de Sambaituba para a Lagoa Encantada, nas margens do rio",Brasil,Bahia,Ilhéus,-14.8,-39.166667,1991,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Viana, O.J.","Sede EAUC, Capoeira",Brasil,Ceará,Fortaleza,-3.71722006797791,-38.543098449707,2001,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Hitchc.,"Chemale, V.M.",,Brasil,Rio Grande do Sul,Camaquã,-30.8511009216309,-51.812198638916,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Ferreira, C.G.T.",Estação Ecológica do Seridó.,Brasil,Rio Grande do Norte,Serra Negra do Norte,-6.565833,-37.438889,2006,05,09
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"TURMINA, E.",,Brasil,Santa Catarina,Abelardo Luz,-26.5646991729736,-52.3283004760742,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link.) Hitchc.,"Sousa, L.G.",Comunidade Carão-Área de cultivo.,Brasil,Pernambuco,Altinho,-8.5870833333,-36.8961111111,2007,12,06
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Oliveira, A.A.",,Brasil,Santa Catarina,Caçador,-26.775,-51.075,2017,02,06
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Luetzelburg, P.",Rio Granjeiro,Brasil,Ceará,,,,2011,08,11
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Ferreira, CGT- Oliveira Irmão, VA",Estação Ecológica do Seridó,Brasil,Rio Grande do Norte,Serra Negra do Norte,-6.3357,-37.262,2006,05,09
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Miranda, A.M.",próximo ao IBAMA.,Brasil,Pernambuco,Fernando de Noronha,-3.84028005599976,-32.4108009338379,2006,05,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Bona-Nascimento, M.S.- Renoize, S.A.- Renoize, S.A.","Fazenda Sol Posto, área com densa populaçãos de bamburral e mata - pasto.",Brasil,Piauí,Campo Maior,-4.82777976989746,-42.1685981750488,2002,11,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Ferezin,N.R",Ruderal,Brasil,São Paulo,Ilha Solteira,-20.4300003051758,-51.3400001525879,1985,06,23
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,T. S. d. Silva,"Sao Paulo, Parque Estadual das Fontes do Ipiranga",Brasil,SÃ£o Paulo,Sao Paulo,-23.654505,-46.621883,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Webster,"Souza, E.A. - Hogenboom, O.P.",,Brasil,São Paulo,Piracicaba,-22.72,-47.64,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,Gilbson- s.c.,Travessa 15 de Agosto. NULL.,Brasil,Pará,Santarém,-2.44305992126465,-54.7083015441895,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Guinena, A",Fazenda Preciosa.,Brasil,São Paulo,Jaguariúna,-22.7000007629395,-46.9799995422363,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Zamith, JRS",Cultivado.,Brasil,São Paulo,São Paulo,-23.5400009155273,-46.6300010681152,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Kuhlmann, M",Monte Alegre.,Brasil,São Paulo,Amparo,-22.7000007629395,-46.7599983215332,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,T. S. d. Silva,,Brasil,Mato Grosso do Sul,Miranda,-20.2408,-56.3781,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link.) Hitchc.,"Amorim, B.S.",RPPN Fazenda Tabatinga,Brasil,Pernambuco,Goiana,-7.6061111111,-34.8205555556,2010,04,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,P. K. H. DusÃ©n,Curityba,Brasil,ParanÃ¡,,,,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Santos, E",Setor Alto da Colina,Brasil,Tocantins,Porto Nacional,-10.7081003189087,-48.4171981811523,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Nakakura, H.C.","Parque Botânico do Ceará., Substrato arenoso",Brasil,Ceará,Caucaia,-3.73610997200012,-38.6530990600586,2007,08,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Brade, AC",Morro das Pedras.,Brasil,,,,,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,Luetzelburg,"Granjeiro, tabuleiro",Brasil,Ceará,Crato,-7.23416996002197,-39.4094009399414,2001,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Pinto, GCP","Recôncavo Sul, EUFBA",Brasil,Bahia,Cruz das Almas,-12.666667,-39.1,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Hitchc.,Claudio- Virgínia,,Brasil,Rio Grande do Sul,Taquari,-29.7996997833252,-51.8643989562988,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Swallen, JR",Fazenda Nacional to Picos.,Brasil,Piauí,,,,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Swallen, JR",Growing in water.,Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,1976,11,17
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R. D. Webster,L. G. Sousa- J. G. Melo- L. L. Santos,Comunidade Carão,Brasil,Pernambuco,Altinho,-8.587083,-36.092944,2007,12,06
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Fernandes, A.",Faz. Telha,Brasil,Ceará,Sobral,-3.68611001968384,-40.3497009277344,1997,05,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Hoehne, FC",,Brasil,São Paulo,São Paulo,-23.5400009155273,-46.6300010681152,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,L. Riedel,{From protologue: Ad Serra da Piedade],Brasil,,,,,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,E. P. Heringer,Campo da Embaixada Inglesa,Brasil,Distrito Federal,BrasÃ­lia,-15.7797,-47.9294,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Messias, M.C.T.B.",,Brasil,Rio de Janeiro,Campos de Goytacases,,,2016,04,25
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R. D. Webster,Flávio,,Brasil,Rio Grande do Sul,Guaíba,-30.113899230957,-51.3250007629395,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,C.S.A. Martins,Foz do rio Ijuí-Mirim,Brasil,RS,Pirapó,-28.0447222,-55.1988889,1989,01,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Duran,J.A",Avenida Perimetral,Brasil,São Paulo,Ilha Solteira,-20.4300003051758,-51.3400001525879,1985,11,28
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"DIAS, K.N.L.",Praia do Araçagi,Brasil,Maranhão,Paço do Lumiar,-2.463611,-44.181778,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Webster,"Queiroz, R.T.","Estação Ecológica do Seridó (ESEC), próximo à sede.",Brasil,Rio Grande do Norte,Serra Negra do Norte,-6.566667,-37.25,2006,05,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"DIAS, K.N.,",UFMA- Lagoa do Jambeiro,Brasil,Maranhão,São Luís,-2.563417,-44.307889,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Hanashiro,S.E",Ruderal,Brasil,São Paulo,Ilha Solteira,-20.4300003051758,-51.3400001525879,1985,06,23
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Schessl, M.",Along the transpantaneira highway about 20 K south of Poconé.,Brasil,Mato Grosso,Poconé,-16.2567005157471,-56.6227989196777,2009,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,Lídio Coradin,"BR - 222, km 110 - Fortaleza - Sobral, beira de estrada.",Brasil,CE,ITAPAGE,-3.68667006492615,-39.5861015319824,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Ferreira, C.G.T.",Estação Ecológica do Seridó.,Brasil,Rio Grande do Norte,Serra Negra do Norte,-6.583333,-37.255833,2006,05,08
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Pickel, B.","Tapera, Campos de cultura",Brasil,Pernambuco,São Lourenço da Mata,-8.00222015380859,-35.0182991027832,2001,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R. D. Webster,I. Boldrini,Faculdade de Agronomia,Brasil,Rio Grande do Sul,Porto Alegre,-30.0331001281738,-51.2299995422363,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Eiten, G- Clayton, WD","3 km due N of city of ITAPECERICA DA SERRA, along road leading to main S. Paulo-Registro highway (BR-2).",Brasil,São Paulo,Itapecerica da Serra,-23.7,-46.853333,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,H. S. Irwin,"State Agricultural School, Viçosa",Brasil,Minas Gerais,Viçosa,-20.7613428,-42.868031,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R. D. Webster,"Kappel, A.",Posto Zootécnico das Colônias,Brasil,Rio Grande do Sul,Montenegro,-29.6886005401611,-51.4611015319824,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Heringer, EP",Horto florestal de Paraopeba,Brasil,Minas Gerais,Paraopeba,-19.2744007110596,-44.4042015075684,2017,01,17
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Sendulsky, T",Parque do Estado,Brasil,São Paulo,São Paulo,-23.5400009155273,-46.6300010681152,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,T. S. d. Silva,,Brasil,Mato Grosso do Sul,Miranda,-20.2408,-56.3781,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Oliveira, RP- et al.",no topo do morrão 11°35' S 41°12' W,Brasil,BA,Morro do Chapéu,-11.583333,-41.2,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,Gerrit Davidse,Grounds of the Instituto Botânico.,Brazil,São Paulo,São Paulo,-23.6333333,-46.6166667,1990,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Viana, JJ",,Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,T. S. d. Silva,"Sao Paulo, Parque Estadual das Fontes do Ipiranga",Brasil,SÃ£o Paulo,Sao Paulo,-23.654505,-46.621883,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Fonseca, MR",Morro do Urubu,Brasil,Sergipe,Aracaju,-10.911111,-37.071667,2003,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Eiten, G- Sendulsky, T","Along SÃO PAULO - RIO highway, 1/2 km. east of bridge over Rio Paraíba. Waste ground by gasoline station.",Brasil,São Paulo,Jacareí,-23.2999992370605,-45.9599990844727,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Félix, L.P.- et alii",,Brasil,Pernambuco,Camocim de São Félix,-8.35861015319824,-35.7619018554688,2006,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R. D. Webster,A.A. Araújo,,Brasil,Paraná,Desvio Ribas,,,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,Andrade-Lima,arredores Vila dos remédios.,Brasil,Pernambuco,Ilha de Fernando de Noronha,,,2001,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,Gabriel Damasco do Vale,Fazenda Sucupira. Próximo ao plantio de Cerejeira.,Brasil,DF,BRASILIA,-15.7797002792358,-47.9296989440918,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Matos,A.M",Ruderal,Brasil,São Paulo,Ilha Solteira,-20.4300003051758,-51.3400001525879,1985,06,24
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Webster,"Imaguire, N.",,Brasil,Paraná,Piraquara,-25.4417,-49.0633,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Ferreira, C.G.T.","Estação Ecológica do Seridó., Próximo ao alojamento.",Brasil,Rio Grande do Norte,Serra Negra do Norte,-6.118333,-37.718889,2006,05,08
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Pinto, GCP",Recôncavo Sul,Brasil,Bahia,Cruz das Almas,-12.666667,-39.1,1947,07,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,A.A. Oliveira,Floresta Nacional de Caçador. lavoura.,Brasil,Santa Catarina,Caçador,-26.775,-51.075,2017,02,06
Urochloa plantaginea,specieslink,Urochloa plantaginea,G. C. P. Pinto,Boa forrageira.,Brasil,Bahia,CRUZ DAS ALMAS,-12.6700000762939,-39.1018981933594,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Ragonese, A",Kilometro 11.,Argentina,Santa Fé,,,,1976,11,17
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Fabiano, S",Santo Amaro.,Brasil,São Paulo,São Paulo,-23.5400009155273,-46.6300010681152,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,s.col.,Campo da Escola de Agronomia da Universidade Federal do Ceará.,Brasil,Ceará,Fortaleza,-3.71722006797791,-38.543098449707,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Ferreira, C.G.T.",Campus UFERSA.,Brasil,Rio Grande do Norte,Mossoró,-5.201389,-37.325556,2006,05,25
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Oliveira, R.P.",No topo do Morrão.,Brasil,Bahia,Morro do Chapéu,-11.583333,-41.2,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Nelson Junior,T.S","Fazenda de Ensino e Pesquisa, UNESP, Campus de Ilha Solteira",Brasil,Mato Grosso do Sul,Selvíria,-20.35,-51.4,1999,03,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Oliveira, R.C.","Campus da ESAM, margem do Rio Mossoró, abaixo da Feira do Bode.",Brasil,Rio Grande do Norte,Mossoró,-5.191667,-37.344167,2006,12,10
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,C. Orth,Porto Alegre. In incultis.,Brazil,Rio Grande do Sul,,,,1990,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Usteri, A",,Brasil,São Paulo,Campinas,-22.8999996185303,-47.060001373291,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Deslandes, J",,Brasil,Rio Grande do Sul,Pelotas,-31.771900177002,-52.3424987792969,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Black, G.A.",Cedro,Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,1997,05,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Hitchc.,"Gandolfi, V.",Viamão (EEFC),Brasil,Rio Grande do Sul,Porto Alegre,-30.0331001281738,-51.2299995422363,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Ferreira, C.G.T.",UFERSA.,Brasil,Rio Grande do Norte,Mossoró,-5.1875,-37.3442001342773,2006,05,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,George Eiten|Liene T. Eiten,"Mun. de Moji-Guaçu: ""Campos das Sete Lagôas"". Fazenda Campininha, just north of Rio Moji-Guac|9u. Ca. 8.5 km NNE of Padua Sales. (About 27 km NW of city of Moji-Mirim.). General vegetation: campo cerrado (a type of scrubby woodland originally) on upland,",Brazil,São Paulo,,-22.18333,-47.11666,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,C.G.T.Ferreira- G.S.Araújo,Estação Ecológica do Seridó.,Brasil,Rio Grande do Norte,Serra Negra do Norte,-6.578611,-37.255556,2006,06,24
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"DIAS, K.N.L.",Sitio Ecologico de Buritirana,Brasil,Maranhão,Peri Mirim,-2.639667,-44.847667,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link.) Hitchc.,"Sarmento, A.",,Brasil,Pernambuco,,,,2002,03,10
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,A. P. Duarte,Praia do Ipanema,Brasil,Rio de Janeiro,,-22.986968,-43.203403,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,R.H. Silva,Afloramento rochoso.,Brasil,Mato Grosso do Sul,Corumbá,-19.152222,-57.522778,2013,03,15
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Funez, L.A.- Rodrigues, A.V, Pastório, F.F.",Interior de Santa Terezinha.,Brasil,Santa Catarina,Santa Terezinha,-26.7325,-50.0477777,2017,05,31
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Oliveira, R.C.- Silva, A.S.- Melo, J.I.M.- Ribeiro, A.R.O.- Silva, A.S.- Melo, J.I.M.- Ribeiro, A.R.O.","Fazenda Sussuarana., Em frente a Fazenda, caminho de Areia Branca.",Brasil,Rio Grande do Norte,Mossoró,-5.301944,-37.578056,2008,09,20
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D Webster,"Félix, L.P.- Miranda, M.A.- Semir, J.- Pereira, R.",,Brasil,Pernambuco,Camocim de São Félix,-8.35861015319824,-35.7619018554688,2006,11,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Miranda, M.A.",proximo ao IBAMA,Brasil,Pernambuco,Ilha de Fernando de Noronha,,,2002,09,06
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,F.J.M. Caporal,"Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",Brasil,Rio Grande do Sul,Guaíba,-30.113899230957,-51.3250007629395,2009,07,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Webster,"Delistoianov, J. - Banzatto, N.",,Brasil,São Paulo,Campinas,-22.9,-47.06,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Hitchc.,"Chemale, V.M.",,Brasil,Rio Grande do Sul,Lajeado,-29.4668998718262,-51.9613990783691,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Tenório, E.C.",solos arenosos.,Brasil,Pernambuco,Angelim,-8.89027976989746,-36.2858009338379,2001,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link.) Webster.,A. Melquíades- G. J. Bezerra,Mata da Usina São José/Mata dos Macacos,Brasil,Pernambuco,Igarassu,-7.838889,-35.002778,2003,03,28
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R. D. Webster,A.A. Araújo,Posto Zootécnico,Brasil,Rio Grande do Sul,Montenegro,-29.6886005401611,-51.4611015319824,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D Webster,"Félix, L.P.- Miranda, M.A.- Semir, J.- Pereira, R.",,Brasil,Pernambuco,Camocim de São Félix,-8.35861015319824,-35.7619018554688,2006,11,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Uller, H.F.- Klitzke, A.R- Silva, D.A.",Celso Ramos.,Brasil,Santa Catarina,Seara,-27.18,-52.38,2017,02,17
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) Webster,"Santoro, J.",,Brasil,São Paulo,Campinas,-22.9,-47.06,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Mattos, J- Mattos, N","A 37 km de Avaré, rodovia Avaré - São Manoel.",Brasil,São Paulo,,,,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Ferreira, C.G.T.",Estação Ecológica do Seridó.,Brasil,Rio Grande do Norte,Serra Negra do Norte,-6.706389,-37.438889,2006,05,08
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Menezes, R.N.","São Cosme, fazenda.",Brasil,Ceará,Várzea Alegre,-6.78888988494873,-39.2957992553711,2015,07,28
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Mambreu, E- Garcia, D","S.J.R.P., terreno baldio",Brasil,SP,São Paulo,-23.5400009155273,-46.6300010681152,2016,02,11
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,Per Dusén,Curityba in ruderatis.,Brazil,Paraná,,,,2006,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Miranda, AM",Praia da Cacimba do Padre,Brasil,Pernambuco,Fernando de Noronha,-3.84028005599976,-32.4108009338379,2008,06,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,K.Kawakita- e col.,"rio Paraná, ilha Porto Rico, lagoa do Jenipapo",Brasil,Paraná,Porto Rico,-22.7721996307373,-53.2668991088867,2008,11,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,Leopoldo Krieger,,Brasil,SP,ARARAQUARA,-21.7900009155273,-48.1699981689453,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Sendulsky, T",Parque do Estado das Fontes do Ipiranga.,Brasil,São Paulo,São Paulo,-23.5400009155273,-46.6300010681152,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,Glocimar Pereira-Silva,"Entrada para o garimpo (rio Tocantins), vila Buritis Km50.",Brasil,GO,MINACU,-13.404722,-48.115,,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Davidse, G- D'Arcy, WG",4 km SW of Extrema along highway 381 between São Paulo and Belo Horizonte near border between stabes of São Paulo and Minas Gerais.,Brasil,Minas Gerais,,,,1990,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Mattos, J- Mattos, N",Instituto Agronômico.,Brasil,São Paulo,Campinas,-22.8999996185303,-47.060001373291,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,G.Garbin,parque Ibirapuera,Brasil,SP,São Paulo,-23.5400009155273,-46.6300010681152,2009,06,16
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Jesus, CG",,Brasil,Sergipe,Nossa Senhora Aparecida,-10.442778,-37.488889,2015,09,10
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,Gerrit Davidse|Timothy C. Plowman|N.A. Nelson|Carlos S. Rosário|M.R. dos Santos,"Imperatria, along the Belém - Brasília Highway (BR-010). Edge of fallow field in grassy, weedy area.",Brazil,Maranhão,,-4.53333,-47.48333,2000,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Lima, V.C.- Gallindo, F.- Gallindo, F.",Estrada para Serra Talhada. Propriedade Boa Vista. Terreno inculto. Solo argiloso.,Brasil,Pernambuco,Triunfo,-7.83805990219116,-38.1016998291016,2001,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Pickel, B",,Brasil,,,,,2014,,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Paro, FE",Zerão,Brasil,Paraná,Londrina,-23.3103008270264,-51.1627998352051,2008,10,17
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Miranda, A.M. de- B.Schineider.- B.Schineider.",Praia da Cacimba do Padre.,Brasil,Pernambuco,Fernando de Noronha,-3.84028005599976,-32.4108009338379,2008,06,
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Tenório, E.C.",solos arenosos. Cerrado.,Brasil,Pernambuco,Garanhuns,-8.89027976989746,-36.4928016662598,2001,11,01
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D.Webster,"Funez, L.A.",Abissínia.,Brasil,Santa Catarina,Rodeio,-26.8625,-49.3622222,2015,03,18
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Krieger, L",,Brasil,PR,Ponta Grossa,-25.0949993133545,-50.1618995666504,2016,02,11
Urochloa plantaginea,specieslink,Urochloa plantaginea (Link) R.D. Webster,"Ferreira, C.G.T.","UFERSA, Solo arenosos e pedregoso",Brasil,Rio Grande do Norte,Mossoró,-5.1875,-37.3442001342773,2006,05,08
